path	file_type	legacy_milestone	production_module_category	include_in_commit	reason	file_size	safe_for_github
docs/darlin/darlin_01b_next_step_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1302	no
docs/darlin/darlin_01b_official_config_contract.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4908	no
docs/darlin/darlin_01b_provider_confirmation_questions.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4395	no
docs/darlin/darlin_01b_staging_contract.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1713	no
docs/darlin/darlin_01c_dependency_and_safety_gate.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1579	no
docs/darlin/darlin_01c_next_step_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1742	no
docs/darlin/darlin_01c_protocol_resolved_dryrun_staging_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1843	no
docs/darlin/darlin_01c_staging_report.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2197	no
docs/darlin/darlin_01d0_contained_dryrun_commands.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1479	no
docs/darlin/darlin_01d0_next_step_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	953	no
docs/darlin/darlin_01d0_update_carlin_side_effect_review.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1973	no
docs/darlin/darlin_01e_execution_summary.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	924	no
docs/darlin/darlin_01e_ra_run_report.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	369	no
docs/darlin/darlin_01e_ta_run_report.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1643	no
docs/darlin/darlin_02a_barcode_next_step.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1728	no
docs/darlin/darlin_02a_corrected_ca_ta_ra_locus_mapping.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2621	no
docs/darlin/darlin_02a_future_st_smoke_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1424	no
docs/darlin/darlin_02a_mixed_st_raw_fastq_strategy.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1621	no
docs/darlin/darlin_02a_mixed_st_to_m0_bridge.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1090	no
docs/darlin/darlin_02a_next_step_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1619	no
docs/darlin/darlin_02a_st_raw_processing_requirements.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1769	no
docs/darlin/darlin_02b_01c_staging_and_dryrun_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1492	no
docs/darlin/darlin_02b_barcode_candidate_config_matrix.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1971	no
docs/darlin/darlin_02b_best_supported_candidate_review.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1370	no
docs/darlin/darlin_02b_dryrun_safety_review.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1295	no
docs/darlin/darlin_02b_next_step_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1135	no
docs/darlin/darlin_02b_protocol_based_config_resolution.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1496	no
docs/darlin/darlin_02b_protocol_resolved_best_candidates.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	627	no
docs/darlin/darlin_02b_protocol_resolved_snakemake_safety_review.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1117	no
docs/darlin/darlin_02b_protocol_update_next_step.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	727	no
docs/darlin/darlin_02b_to_01c_updated_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1241	no
docs/darlin/darlin_barcode_adapter_contract.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1717	no
docs/darlin/darlin_expression_spatial_matching_contract.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1436	no
docs/darlin/darlin_first_subset_selection.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4196	no
docs/darlin/darlin_hpc02_completion_check_report.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3476	no
docs/darlin/darlin_hpc_handoff_00_current_status.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4973	no
docs/darlin/darlin_hpc_handoff_01_hpc_checklist.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2740	no
docs/darlin/darlin_hpc_handoff_02_execution_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3646	no
docs/darlin/darlin_official_preprocessing_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3983	no
docs/darlin/darlin_sailu_pe100_100_split_key_inspection.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	9231	no
docs/darlin/darlin_st00_mixed_st_processing_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	5925	no
docs/darlin/darlin_st00_putative_tissue_annotation_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2472	no
docs/darlin/sailu_st01_bc_called_table_contract.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2297	no
docs/darlin/sailu_st01_e_bc_linkage_feasibility.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1204	no
docs/darlin/sailu_st01_mixed_st_smoke_feasibility.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1337	no
docs/darlin/sailu_st01_next_step_recommendation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	958	no
docs/darlin/sailu_st01_spatial_structure_interpretation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1608	no
docs/darlin/sailu_st02_minimal_raw_st_parser_feasibility.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1247	no
docs/darlin/sailu_st02_next_smoke_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1095	no
docs/darlin/sailu_st02_r1_r2_role_inference.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	780	no
docs/darlin/sailu_st02_read_structure_entropy_interpretation.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1468	no
docs/darlin/sailu_st03_bc_e_linkage_smoke_review.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1301	no
docs/darlin/sailu_st03_next_step_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	773	no
docs/darlin/sailu_st03_tiny_parser_smoke_report.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1500	no
docs/darlin/sailu_st03b_barcode_scale_vs_bc_structure.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	805	no
docs/darlin/sailu_st03b_next_step_plan.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	712	no
docs/darlin/sailu_st03b_parser_refinement_report.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	736	no
docs/darlin/sailu_st03b_r1_r2_role_refinement.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	818	no
docs/darlin/sailu_st03b_st03_quantitative_review.md	doc	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	930	no
docs/pipeline_module_index.md	doc		Legacy or experimental branches	yes	approved PlanA-ST-only module reorg file	6399	yes
docs/planA_k_gpcca/01_planA_mainline_reframe.md	doc	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	5096	yes
docs/planA_k_gpcca/02_niche_definition.md	doc	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1881	yes
docs/planA_k_gpcca/03_sparse_markov_kernel_design.md	doc	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1891	yes
docs/planA_k_gpcca/04_niche_state_coarsening_design.md	doc	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1546	yes
docs/planA_k_gpcca/05_m2_5_metaniche_pilot_protocol.md	doc	M2.5	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1990	yes
docs/planA_k_gpcca/06_m2_5_state_contract_v2.md	doc	M2.5	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2245	yes
docs/planA_k_gpcca/06_minimal_gpcca_pilot_plan.md	doc	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	1104	yes
docs/planA_k_gpcca/07_cellrank_like_kernel_stabilization.md	doc	K_gpcca	GPCCA macrostate inference	no	small source, test, doc, config, or curated report	2190	yes
docs/planA_k_m0_m2_5_backbone.md	doc	M0	Stable M0-M2.5 backbone	no	small source, test, doc, config, or curated report	4020	yes
docs/planA_st_only_v1_freeze.md	doc	PlanA	Legacy or experimental branches	no	small source, test, doc, config, or curated report	941	yes
docs/planA_st_only_v1_production_modules.md	doc	PlanA	Legacy or experimental branches	yes	approved PlanA-ST-only module reorg file	4285	yes
reports/darlin_onboarding/darlin_00_data_category_summary.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	11960	no
reports/darlin_onboarding/darlin_00_file_inventory.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1307135	no
reports/darlin_onboarding/darlin_00_gap_analysis.md	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2577	no
reports/darlin_onboarding/darlin_00_subset_candidates.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2577	no
reports/darlin_onboarding/darlin_00_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	6351	no
reports/darlin_onboarding/darlin_00c_first_route_decision_table.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1169	no
reports/darlin_onboarding/darlin_00c_manual_table_path_resolution.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	7837	no
reports/darlin_onboarding/darlin_00c_relationship_hypotheses.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1669	no
reports/darlin_onboarding/darlin_00c_required_user_provider_confirmations.md	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1271	no
reports/darlin_onboarding/darlin_00c_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3451	no
reports/darlin_onboarding/darlin_00d_remaining_questions.md	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1175	no
reports/darlin_onboarding/darlin_00d_route_update_summary.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	640	no
reports/darlin_onboarding/darlin_00d_sailu_document_inventory.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4853	no
reports/darlin_onboarding/darlin_00d_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	933	no
reports/darlin_onboarding/darlin_01a_bc_e_r_relationship_probe.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2565	no
reports/darlin_onboarding/darlin_01a_bc_fastq_header_probe.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	345	no
reports/darlin_onboarding/darlin_01a_bc_file_inventory.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	32686	no
reports/darlin_onboarding/darlin_01a_bc_remaining_questions.md	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1324	no
reports/darlin_onboarding/darlin_01a_bc_saluscallfile_probe.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1236	no
reports/darlin_onboarding/darlin_01a_bc_split_decision.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	5918	no
reports/darlin_onboarding/darlin_01a_meiji_fastq_pairing_check.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	933	no
reports/darlin_onboarding/darlin_01a_readiness_matrix.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2022	no
reports/darlin_onboarding/darlin_01a_remaining_blockers.md	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1733	no
reports/darlin_onboarding/darlin_01a_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	871	no
reports/darlin_onboarding/darlin_01b_cfg_type_template_candidates.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	9541	no
reports/darlin_onboarding/darlin_01b_config_fields_inventory.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4649	no
reports/darlin_onboarding/darlin_01b_confirmation_decision_table.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3821	no
reports/darlin_onboarding/darlin_01b_confirmation_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2120	no
reports/darlin_onboarding/darlin_01b_dependency_status.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2085	no
reports/darlin_onboarding/darlin_01b_dryrun_readiness_decision.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1485	no
reports/darlin_onboarding/darlin_01b_staging_file_map.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1280	no
reports/darlin_onboarding/darlin_01b_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3146	no
reports/darlin_onboarding/darlin_01c_config_validation.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	801	no
reports/darlin_onboarding/darlin_01c_dependency_gate.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1381	no
reports/darlin_onboarding/darlin_01c_dryrun_gate.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1538	no
reports/darlin_onboarding/darlin_01c_staging_manifest.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1932	no
reports/darlin_onboarding/darlin_01c_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1567	no
reports/darlin_onboarding/darlin_01d0_code_copy_manifest.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1033	no
reports/darlin_onboarding/darlin_01d0_dependency_env_check.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1857	no
reports/darlin_onboarding/darlin_01d0_dryrun_approval_gate.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1435	no
reports/darlin_onboarding/darlin_01d0_dryrun_command_plan.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1903	no
reports/darlin_onboarding/darlin_01d0_original_code_postcheck.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	70591	no
reports/darlin_onboarding/darlin_01d0_original_code_precheck.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	70591	no
reports/darlin_onboarding/darlin_01d0_side_effect_risk_table.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3053	no
reports/darlin_onboarding/darlin_01d0_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1799	no
reports/darlin_onboarding/darlin_01e_environment_selection.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2240	no
reports/darlin_onboarding/darlin_01e_original_code_postcheck.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	70591	no
reports/darlin_onboarding/darlin_01e_original_code_precheck.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	70591	no
reports/darlin_onboarding/darlin_01e_output_inventory.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2151	no
reports/darlin_onboarding/darlin_01e_ra_run_status.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	351	no
reports/darlin_onboarding/darlin_01e_raw_fastq_postcheck.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	897	no
reports/darlin_onboarding/darlin_01e_raw_fastq_precheck.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	897	no
reports/darlin_onboarding/darlin_01e_run_summary.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2171	no
reports/darlin_onboarding/darlin_01e_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	850	no
reports/darlin_onboarding/darlin_01e_ta_run_status.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1191	no
reports/darlin_onboarding/darlin_02a_barcode_dryrun_readiness.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	2111	no
reports/darlin_onboarding/darlin_02a_corrected_locus_mapping.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1243	no
reports/darlin_onboarding/darlin_02a_decision_gates.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	3063	no
reports/darlin_onboarding/darlin_02a_dual_track_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	4307	no
reports/darlin_onboarding/darlin_02a_mapping_correction_summary.json	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1806	no
reports/darlin_onboarding/darlin_02a_omicverse_relevance.csv	report	DARLIN/barcode	DARLIN/barcode integration, to exclude from this ST-only freeze	no	DARLIN/barcode evidence excluded from ST-only freeze	1460	no
