root_label,root_path,relative_path,file_type,size_bytes,mtime_ns,sha256
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/hooks/pre-receive.sample,file,544,1773199252323390066,a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/hooks/prepare-commit-msg.sample,file,1615,1773199252323390066,cf91cd49e072cc69535aae13862a7e8265be0f41f2c031b2c69adbfd526ae805
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/hooks/push-to-checkout.sample,file,2783,1773199252323390066,a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/hooks/sendemail-validate.sample,file,2308,1773199252323390066,44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/hooks/update.sample,file,3650,1773199252323390066,8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/index,file,5336,1773199258639400726,a377e04021cb2bd972eb1f464eb9749087f58584af9a987b8c823ebf52cc9d16
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/info,directory,4096,1773199252323390066,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/info/exclude,file,240,1773199252323390066,6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs,directory,4096,1773199258547400570,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/HEAD,file,197,1773199258547400570,9410db01cb7edc137066ffa52a98385e062ca2a1b6739f0ccd025f4a626a1c15
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/refs,directory,4096,1773199258547400570,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/refs/heads,directory,4096,1773199258547400570,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/refs/heads/master,file,197,1773199258547400570,9410db01cb7edc137066ffa52a98385e062ca2a1b6739f0ccd025f4a626a1c15
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/refs/remotes,directory,4096,1773199258543400562,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/refs/remotes/origin,directory,4096,1773199258543400562,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/logs/refs/remotes/origin/HEAD,file,197,1773199258543400562,9410db01cb7edc137066ffa52a98385e062ca2a1b6739f0ccd025f4a626a1c15
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/objects,directory,4096,1773199252327390073,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/objects/info,directory,4096,1773199252327390073,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/objects/pack,directory,4096,1773199258547400570,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/objects/pack/pack-04681205834a98035aac154b2664bbc3e59c0f2c.idx,file,2976,1773199258479400454,7536b8f73d53c0a8c6774a6cba617e839a37e3b0ee0ba5116a1e0238bc342e78
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/objects/pack/pack-04681205834a98035aac154b2664bbc3e59c0f2c.pack,file,16118565,1773199258479400454,26cb86144cd48599c95d5f940cb0f645c082ef64a1247bb7befbde124f146f45
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/objects/pack/pack-04681205834a98035aac154b2664bbc3e59c0f2c.rev,file,324,1773199258491400474,19bbe3bde1745f1c5f1e5ef59ea1a9e3e62d61148e4c0401aae2df9e4a58a1e5
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/packed-refs,file,114,1773199258543400562,e996872e2b6b827480145ddc2621084fb2322291932788684ddf229b8282131d
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs,directory,4096,1773199258543400562,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs/heads,directory,4096,1773199258547400570,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs/heads/master,file,41,1773199258547400570,18c5e07180903746db0643f26d0660f5227d7a4383eb233a8abb3c2386e49dde
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs/remotes,directory,4096,1773199258543400562,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs/remotes/origin,directory,4096,1773199258543400562,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs/remotes/origin/HEAD,file,32,1773199258543400562,cdc65e67690c4c6475174e5ec662b70655246a2f3924354778835ab3be70aa76
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/refs/tags,directory,4096,1773199253671392331,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.git/shallow,file,41,1773199253943392788,18c5e07180903746db0643f26d0660f5227d7a4383eb233a8abb3c2386e49dde
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,.gitignore,file,302,1773199258547400570,a01bacab669efc541a1fd2ea33c2ac442a57b2b058704456435274f781d2431d
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,QC,directory,4096,1773199258547400570,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,QC/DARLIN_report.ipynb,file,1226458,1773199258555400583,0df42d2df7901ef72fe2480494e29f037e33cf5515bc6dfbfed7d44f725175d1
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,README.md,file,9199,1773199258555400583,e82d57692e8c5d618bf2142c899597fc9b62ddf55ad20677338023570d64ea57
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin,directory,4096,1773199258555400583,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/add_data_to_dvc.sh,file,396,1773199258555400583,027f088a909acd4200a3d8ff174482dbf78ae3a80d2578f158f8d0f63fc4848b
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/change_read.sh,file,716,1773199258555400583,5b40681b5c2f7179a196231d25d0fb8f61f09d67526edc091147d8c4bd32e34b
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/clonal_analysis.py,file,5845,1773199258555400583,f49e6a4f116223aaad6fe97e5032ef3e6c53412de578c7ed0d00a879d873a0e4
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/download_fastq.sh,file,269,1773199258555400583,d83abb76c4d49679cf4947d9ac8166b396e616251f43ecf8d7aa8a10274ac4ea
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/generate_csv.sh,file,331,1773199258555400583,3a20bd03172a78bd2a8c34478d982613c431620357f3b8008b3cd02616a5836f
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/get_sample_info.py,file,1084,1773199258555400583,74bc13cdab80f0389cfee081341f73aaf4ae223e4084d0c74e216d7dadddbd25
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/make_more_plots.py,file,5496,1773199258555400583,ac6ef1010ff2dbf91b5d954eb58f217175b2ccfd4a7a9e7e66c5ec2947d37562
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/merge_sample.sh,file,431,1773199258555400583,e1d26c3f9ed8e1a39199be606794d2953dac9936f4910fbc1b571d573eec2198
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/plot_cumulative_insert_del_freq.py,file,3934,1773199258555400583,2507a28f366b27dd75dc7ace1ba91dae1b572535a7a46960fbdada6aa5f04d6d
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/rename.py,file,1585,1773199258555400583,bda530ecc7ee6a8a69069f9cbd90609f984ca6be4316f80edf1660bf2554d491
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/rename_drop_S.py,file,1604,1773199258555400583,99faa9bf6f17c46abf61cc925977652f6cee0d481171fb5419da47ccec6f9922
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/run_CARLIN.sh,file,2057,1773199258555400583,5871ea815a3cc45f42792d9768b65a3b9f7b088fefaad8aca3fddedad6c1a566
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/run_fastqc.sh,file,306,1773199258555400583,52ef3080fe9434f3d9cad2410876628923a35d235b521ed0e78dfa6236209ba6
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/run_multiqc.sh,file,324,1773199258555400583,76057fc5be1cc68134870467ccca76907e5ccc30570843e033c4604b28f151eb
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/run_pear.sh,file,494,1773199258555400583,71b4d7896bdee437c8bb90e411a5679be30ba0e3961fd838b918a8bb2873ae3d
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/run_sbatch.py,file,1447,1773199258555400583,2eac3ce31906749bd48cfde8b3b088c8fb16ec5854a0381b7da83989f02235c3
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/split_locus.sh,file,1431,1773199258555400583,7c842a3ada550033e806ad36832440dac4af2031b1eaa1e1019f27270cba9829
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/switch_CARLIN_template.sh,file,383,1773199258555400583,53bd59f5945a33590e32de7a733df3427c225e9002a58e0db733c2393343d20e
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,bin/transfer_data.sh,file,541,1773199258555400583,843143fdf0b594f8d4f4f18aa437b5a2a3363334686276eeabd32e3ac63cfa43
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin,directory,4096,1773650013468992491,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/__init__.py,file,58,1773199258555400583,d493f24d48cc142aba006f58141000562e8aaa36aff6bb44fb0f29f6b36134e6
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/__pycache__,directory,4096,1773650014392998158,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/__pycache__/__init__.cpython-39.pyc,file,245,1773650013468992491,063238b668c9a9bd26b391db967950f03a8f8bd29a7d3231d53257fb2a5006cb
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/__pycache__/help_functions.cpython-39.pyc,file,18973,1773650013476992539,2fc60a4a33776164d192921fbcc450c87ce52d55c453b7ff451a79e899e1a055
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/__pycache__/settings.cpython-39.pyc,file,449,1773650014392998158,a641d21f79ce98fd35dd8e5681cc14274085cc8ea3600c998e548a19c7dba216
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/help_functions.py,file,29228,1773199258555400583,15ed8c8a6ad316436639f6ff383f67e7c072d89339a41627b521354794d12bc5
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin/settings.py,file,302,1773199258555400583,cc0bb0771ac69e8e2b409237dac26af359bb23197c576e4f1682a4bf568189dc
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin.egg-info,directory,4096,1773647587149390111,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin.egg-info/PKG-INFO,file,9503,1773647587149390111,29215c5bdab0c9877cebc22b37a8d52bff3a89c0423cb4b6f2cf9fc4bb7b8833
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin.egg-info/SOURCES.txt,file,201,1773647587161390061,f7f8cf2a6a1ea408e55d4ea17736d8d435ba27089267090ebfcddef2e51261a0
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin.egg-info/dependency_links.txt,file,1,1773647587149390111,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,darlin.egg-info/top_level.txt,file,7,1773647587149390111,ac27744887461f2f7b150da4d1302b9e216c4c6ea1d14d44f6019f6e98f9013e
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,images,directory,4096,1773199258559400590,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,images/after_running_pipeline.png,file,217241,1773199258559400590,f6f209a37ed8884f0399913b837d83a0068c8609539db3d7ddf6a101921ccb18
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,images/illumina.png,file,105899,1773199258559400590,f7b1a45a80275bafacdf46ff27fa688a77d77f2579b0c153f23b0e0a78e40718
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,images/python_DARLIN.png,file,112163,1773199258559400590,c13303f4555a50f4a57776d451b60478abbfbbe5dac029730940e0e14cf2deb6
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,images/test_output.png,file,1771509,1773199258567400603,50a0fb8f19333e0a9a9355091b6d06cbafbb2f4df1b2945ebce36a99b762489b
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,reference,directory,4096,1773199258623400698,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,reference/sc10xV3_barcodes.txt.gz,file,12171132,1773199258623400698,3d6120e5bb28363495d895182b07bea3914016b210a17470fdf109c490d58c96
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,reference/scCamellia_barcodes.txt.gz,file,367,1773199258623400698,f395f2b386c5ac110f792691ae4a8ce162280b89548bc31e00df37b0945cdcc0
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,setup.py,file,560,1773199258623400698,fdd6ff55e1a15fcbd80141f2fb9351f27016375d79a5eb1309f513efd163f5d8
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles,directory,4096,1773199258623400698,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy,directory,4096,1773199258623400698,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy/snakefile_DARLIN.py,file,3626,1773199258623400698,62124d57d0c9421b51fc9024bb0aa3ac6760d3bab741984bf71937a4974a5be3
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy/snakefile_QC.py,file,3730,1773199258623400698,63b979e575f61b4f3779b056cc8e37981660d7511d6ca0de6af80aedcf65e739
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy/snakefile_QC_DARLIN.py,file,5112,1773199258623400698,a739feeaf1cc497c42b224bf63270a76a95754497743eb0349db9c9353bf9486
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy/snakefile_ad_hoc.py,file,2274,1773199258623400698,6cae302cd05edad82051e7dade10d3f630262669b8b3bc452eff212febf7f9ef
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy/snakefile_downstream.py,file,4383,1773199258623400698,25f4480097d8b14e7f2d4ad61ead1cac814e2d5fcc4540d7ec137d6c82f92c00
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/legacy/snakefile_pear.py,file,2556,1773199258623400698,a131dedc674a3e233df4b755b316e8b6035af0fadb8762dfe69154ad30038828
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/snakefile_get_data.py,file,922,1773199258623400698,786eb0c47cc660c4340a0687518100821d957e0f2ccfafcadf850b31d3fc0dcd
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/snakefile_matlab_DARLIN_Part1.py,file,5668,1773199258623400698,a6477a039bd96ab2d730bb5ebd439d01d2d1230baa3c801b083343d607eb7599
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/snakefile_matlab_DARLIN_Part2.py,file,4236,1773199258623400698,eaf169f014913df214dbc8d048c4ce5508ab0cb48169f42b99ade495e7870a50
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,snakefiles/snakefile_split_locus.py,file,2219,1773199258623400698,6e61d85001403913576e6767afe628e0543233bc59767e4d6471087de5ffad1c
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test,directory,4096,1773199258639400726,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/bulk,directory,4096,1773199258623400698,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/bulk/config.yaml,file,761,1773199258623400698,a513c21eb18ed9176d5819d39d7b31a80fa7a82ec37cf3fc6635e16813557908
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/bulk/raw_fastq,directory,4096,1773199258627400705,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/bulk/raw_fastq/test_R1.fastq.gz,file,625062,1773199258627400705,791ebddcb4638e008d8ff5cff80d315f713d8593e33482ba1b3b7cc71f9fb9cc
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/bulk/raw_fastq/test_R2.fastq.gz,file,869490,1773199258627400705,e96668c3c25b8c2162f4cc0f6028df94930f371bced898affd725531477e1303
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/sc-10X,directory,4096,1773199258627400705,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/sc-10X/config.yaml,file,1254,1773199258627400705,6392613730474f9a761048a067eaa2f3f2cde9ed230c55feea1aa6ae31f80223
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/sc-10X/raw_fastq,directory,4096,1773199258627400705,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/sc-10X/raw_fastq/test_R1.fastq.gz,file,46832,1773199258627400705,ae9893219392bf0aa440b8fa118ff869c6f52097ee56a33f712b7a6e58fff79b
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/sc-10X/raw_fastq/test_R2.fastq.gz,file,460664,1773199258627400705,5dc4025f406b219c447c69dbfb6f915e95b3e0550a346ae28729471744c3e2b9
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/scCamellia,directory,4096,1773199258627400705,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/scCamellia/config.yaml,file,1184,1773199258627400705,4ec6be81e63fbd703cb033bbf591a7e5b0c11fe8bae9b25a6354d54bf2fa1637
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/scCamellia/raw_fastq,directory,4096,1773199258639400726,
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/scCamellia/raw_fastq/test_R1.fastq.gz,file,5027499,1773199258639400726,cdc8ffae6945e9b0f385d76ccddb022f84020bd46a5a9ad5bdb8a7c3535d5beb
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/scCamellia/raw_fastq/test_R2.fastq.gz,file,528465,1773199258639400726,cf4b70386ee630a83e5236d4135ffa7ff45c183174b92298eccebdd58858fcbd
snakemake_DARLIN,/home/zhutao/projects/darlin_cell_repro/code/snakemake_DARLIN,test/test.sh,file,778,1773199258639400726,d2212effbff5dae313887521b759e67263e6af3cb456778118179d2e00640e86
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git,directory,4096,1773199526151945892,
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/HEAD,file,21,1773199301247475698,28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/config,file,308,1773199526151945892,2ef2d9fecc6b893afeb7f57a35eecd8f84287866d032df6d67714156fd92d7ae
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/description,file,73,1773199268419417467,85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks,directory,4096,1773199268423417474,
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/applypatch-msg.sample,file,478,1773199268419417467,0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/commit-msg.sample,file,896,1773199268423417474,1f74d5e9292979b573ebd59741d46cb93ff391acdd083d340b94370753d92437
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/fsmonitor-watchman.sample,file,4726,1773199268419417467,e0549964e93897b519bd8e333c037e51fff0f88ba13e086a331592bf801fa1d0
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/post-update.sample,file,189,1773199268423417474,81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/pre-applypatch.sample,file,424,1773199268419417467,e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/pre-commit.sample,file,1649,1773199268419417467,57185b7b9f05239d7ab52db045f5b89eb31348d7b2177eab214f5eb872e1971b
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/pre-merge-commit.sample,file,416,1773199268423417474,d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/pre-push.sample,file,1374,1773199268419417467,ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a
Custom_CARLIN,/home/zhutao/projects/darlin_cell_repro/code/Custom_CARLIN,.git/hooks/pre-rebase.sample,file,4939,1773199268423417474,4ce6ee815f81e5f724a809b93c5a86b3f20c4ca2f38e90b565264d5c9bfcabc1
